Year,Island,Reef ID,Transect ID,Distance ID,Shoot ID,Blade ID,Reef,Transect,Distance,Shoot,Blade,Growth,Width,Growth duration,Growth per day,Growth area
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_3,2018_LH2_1_3_3_2,LH2,1,3,3,2,7,5.5,11,0.64,3.5
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_4,2018_LH2_1_3_4_1,LH2,1,3,4,1,35,5,11,3.18,15.91
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_4,2018_LH2_1_3_4_2,LH2,1,3,4,2,10,5,11,0.91,4.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_5,2018_LH2_1_3_5_1,LH2,1,3,5,1,23,6,11,2.09,12.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_5,2018_LH2_1_3_5_2,LH2,1,3,5,2,31,6,11,2.82,16.91
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_6,2018_LH2_1_3_6_1,LH2,1,3,6,1,37,6,11,3.36,20.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_6,2018_LH2_1_3_6_2,LH2,1,3,6,2,7,6,11,0.64,3.82
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_3,2018_LH2_1_3_6,2018_LH2_1_3_6_3,LH2,1,3,6,3,18,6,11,1.64,9.82
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_1,2018_LH2_2_3_1_1,LH2,2,3,1,1,26,8,11,2.36,18.91
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_1,2018_LH2_2_3_1_2,LH2,2,3,1,2,16,8,11,1.45,11.64
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_2,2018_LH2_2_3_2_1,LH2,2,3,2,1,28,8,11,2.55,20.36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_2,2018_LH2_2_3_2_2,LH2,2,3,2,2,17,8,11,1.55,12.36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_3,2018_LH2_2_3_3_1,LH2,2,3,3,1,27,9,11,2.45,22.09
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_3,2018_LH2_2_3_3_2,LH2,2,3,3,2,44,9,11,4,36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_4,2018_LH2_2_3_4_1,LH2,2,3,4,1,10,7.7,11,0.91,7
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_4,2018_LH2_2_3_4_2,LH2,2,3,4,2,22,7.7,11,2,15.4
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_5,2018_LH2_2_3_5_1,LH2,2,3,5,1,29,8.5,11,2.64,22.41
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_5,2018_LH2_2_3_5_2,LH2,2,3,5,2,11,8.5,11,1,8.5
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_6,2018_LH2_2_3_6_1,LH2,2,3,6,1,51,8.5,11,4.64,39.41
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_6,2018_LH2_2_3_6_2,LH2,2,3,6,2,12,8.5,11,1.09,9.27
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_7,2018_LH2_2_3_7_1,LH2,2,3,7,1,40,9,11,3.64,32.73
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_3,2018_LH2_2_3_7,2018_LH2_2_3_7_2,LH2,2,3,7,2,27,9,11,2.45,22.09
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_1,2018_LH2_3_3_1_1,LH2,3,3,1,1,30,5.5,11,2.73,15
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_1,2018_LH2_3_3_1_2,LH2,3,3,1,2,20,5.5,11,1.82,10
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_2,2018_LH2_3_3_2_1,LH2,3,3,2,1,11,6,11,1,6
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_2,2018_LH2_3_3_2_2,LH2,3,3,2,2,3,6,11,0.27,1.64
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_2,2018_LH2_3_3_2_3,LH2,3,3,2,3,34,6,11,3.09,18.55
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_3,2018_LH2_3_3_3_1,LH2,3,3,3,1,31,5,11,2.82,14.09
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_3,2018_LH2_3_3_3,2018_LH2_3_3_3_2,LH2,3,3,3,2,16,5,11,1.45,7.27
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_1,2018_LH2_1_4_1_1,LH2,1,4,1,1,20,7,11,1.82,12.73
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_1,2018_LH2_1_4_1_2,LH2,1,4,1,2,21,7,11,1.91,13.36
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_2,2018_LH2_1_4_2_1,LH2,1,4,2,1,13,6,11,1.18,7.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_2,2018_LH2_1_4_2_2,LH2,1,4,2,2,7,6,11,0.64,3.82
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_3,2018_LH2_1_4_3_1,LH2,1,4,3,1,27,7,11,2.45,17.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_3,2018_LH2_1_4_3_2,LH2,1,4,3,2,15,7,11,1.36,9.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_4,2018_LH2_1_4_4_1,LH2,1,4,4,1,18,6.5,11,1.64,10.64
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_4,2018_LH2_1_4_4_2,LH2,1,4,4,2,7,6.5,11,0.64,4.14
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_5,2018_LH2_1_4_5_1,LH2,1,4,5,1,24,6,11,2.18,13.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_5,2018_LH2_1_4_5_2,LH2,1,4,5,2,4,6,11,0.36,2.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_6,2018_LH2_1_4_6_1,LH2,1,4,6,1,35,6.5,11,3.18,20.68
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_6,2018_LH2_1_4_6_2,LH2,1,4,6,2,2,6.5,11,0.18,1.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_4,2018_LH2_1_4_6,2018_LH2_1_4_6_3,LH2,1,4,6,3,9,6.5,11,0.82,5.32
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_1,2018_LH2_2_4_1_1,LH2,2,4,1,1,18,8,11,1.64,13.09
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_2,2018_LH2_2_4_2_1,LH2,2,4,2,1,25,8,11,2.27,18.18
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_2,2018_LH2_2_4_2_2,LH2,2,4,2,2,2,8,11,0.18,1.45
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_3,2018_LH2_2_4_3_1,LH2,2,4,3,1,26,6,11,2.36,14.18
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_3,2018_LH2_2_4_3_2,LH2,2,4,3,2,3,6,11,0.27,1.64
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_4,2018_LH2_2_4_4_1,LH2,2,4,4,1,25,7.5,11,2.27,17.05
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_4,2018_LH2_2_4_4_2,LH2,2,4,4,2,25,7.5,11,2.27,17.05
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_5,2018_LH2_2_4_5_1,LH2,2,4,5,1,46,7,11,4.18,29.27
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_5,2018_LH2_2_4_5_2,LH2,2,4,5,2,21,7,11,1.91,13.36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_6,2018_LH2_2_4_6_1,LH2,2,4,6,1,69,11,11,6.27,69
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_4,2018_LH2_2_4_6,2018_LH2_2_4_6_2,LH2,2,4,6,2,37,11,11,3.36,37
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_1,2018_LH2_3_4_1_1,LH2,3,4,1,1,16,6,11,1.45,8.73
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_2,2018_LH2_3_4_2_1,LH2,3,4,2,1,18,7,11,1.64,11.45
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_3,2018_LH2_3_4_3_1,LH2,3,4,3,1,11,5,11,1,5
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_3,2018_LH2_3_4_3_2,LH2,3,4,3,2,2,5,11,0.18,0.91
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_4,2018_LH2_3_4_4_1,LH2,3,4,4,1,22,5,11,2,10
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_4,2018_LH2_3_4_4_2,LH2,3,4,4,2,4,5,11,0.36,1.82
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_5,2018_LH2_3_4_5_1,LH2,3,4,5,1,12,5,11,1.09,5.45
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_4,2018_LH2_3_4_5,2018_LH2_3_4_5_2,LH2,3,4,5,2,9,5,11,0.82,4.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_1,2018_LH2_1_6_1_1,LH2,1,6,1,1,19,7,11,1.73,12.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_1,2018_LH2_1_6_1_2,LH2,1,6,1,2,1,7,11,0.09,0.64
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_1,2018_LH2_1_6_1_3,LH2,1,6,1,3,25,7,11,2.27,15.91
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_2,2018_LH2_1_6_2_1,LH2,1,6,2,1,16,8,11,1.45,11.64
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_2,2018_LH2_1_6_2_2,LH2,1,6,2,2,29,8,11,2.64,21.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_3,2018_LH2_1_6_3_1,LH2,1,6,3,1,37,7,11,3.36,23.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_3,2018_LH2_1_6_3_2,LH2,1,6,3,2,15,7,11,1.36,9.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_4,2018_LH2_1_6_4_1,LH2,1,6,4,1,27,5,11,2.45,12.27
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_6,2018_LH2_1_6_4,2018_LH2_1_6_4_2,LH2,1,6,4,2,5,5,11,0.45,2.27
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_1,2018_LH2_2_6_1_1,LH2,2,6,1,1,6,6,11,0.55,3.27
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_1,2018_LH2_2_6_1_2,LH2,2,6,1,2,12,6,11,1.09,6.55
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_2,2018_LH2_2_6_2_1,LH2,2,6,2,1,14,6,11,1.27,7.64
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_2,2018_LH2_2_6_2_2,LH2,2,6,2,2,19,6,11,1.73,10.36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_3,2018_LH2_2_6_3_1,LH2,2,6,3,1,28,9,11,2.55,22.91
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_3,2018_LH2_2_6_3_2,LH2,2,6,3,2,30,9,11,2.73,24.55
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_4,2018_LH2_2_6_4_1,LH2,2,6,4,1,34,9,11,3.09,27.82
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_4,2018_LH2_2_6_4_2,LH2,2,6,4,2,5,9,11,0.45,4.09
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_4,2018_LH2_2_6_4_3,LH2,2,6,4,3,8,9,11,0.73,6.55
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_5,2018_LH2_2_6_5_1,LH2,2,6,5,1,8,7,11,0.73,5.09
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_5,2018_LH2_2_6_5_2,LH2,2,6,5,2,13,7,11,1.18,8.27
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_6,2018_LH2_2_6_6,2018_LH2_2_6_6_1,LH2,2,6,6,1,21,6,11,1.91,11.45
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_1,2018_LH2_3_6_1_1,LH2,3,6,1,1,25,4,11,2.27,9.09
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_1,2018_LH2_3_6_1_2,LH2,3,6,1,2,11,4,11,1,4
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_2,2018_LH2_3_6_2_1,LH2,3,6,2,1,20,5.5,11,1.82,10
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_2,2018_LH2_3_6_2_2,LH2,3,6,2,2,4,5.5,11,0.36,2
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_3,2018_LH2_3_6_3_1,LH2,3,6,3,1,24,5,11,2.18,10.91
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_3,2018_LH2_3_6_3_2,LH2,3,6,3,2,7,5,11,0.64,3.18
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_4,2018_LH2_3_6_4_1,LH2,3,6,4,1,10,5,11,0.91,4.55
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_4,2018_LH2_3_6_4_2,LH2,3,6,4,2,18,5,11,1.64,8.18
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_5,2018_LH2_3_6_5_1,LH2,3,6,5,1,22,5.5,11,2,11
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_5,2018_LH2_3_6_5_2,LH2,3,6,5,2,1,5.5,11,0.09,0.5
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_6,2018_LH2_3_6_6_1,LH2,3,6,6,1,10,6,11,0.91,5.45
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_6,2018_LH2_3_6_6,2018_LH2_3_6_6_2,LH2,3,6,6,2,17,6,11,1.55,9.27
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_12,2018_LH2_1_12_1,2018_LH2_1_12_1_1,LH2,1,12,1,1,32,5.5,11,2.91,16
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_12,2018_LH2_1_12_2,2018_LH2_1_12_2_1,LH2,1,12,2,1,48,7,11,4.36,30.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_12,2018_LH2_1_12_3,2018_LH2_1_12_3_1,LH2,1,12,3,1,14,6,11,1.27,7.64
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_12,2018_LH2_1_12_3,2018_LH2_1_12_3_2,LH2,1,12,3,2,25,6,11,2.27,13.64
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_12,2018_LH2_1_12_4,2018_LH2_1_12_4_1,LH2,1,12,4,1,27,5.5,11,2.45,13.5
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_12,2018_LH2_1_12_4,2018_LH2_1_12_4_2,LH2,1,12,4,2,2,5.5,11,0.18,1
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_1,2018_LH2_2_12_1_1,LH2,2,12,1,1,10,6,11,0.91,5.45
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_2,2018_LH2_2_12_2_1,LH2,2,12,2,1,35,8,11,3.18,25.45
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_2,2018_LH2_2_12_2_2,LH2,2,12,2,2,23,8,11,2.09,16.73
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_3,2018_LH2_2_12_3_1,LH2,2,12,3,1,38,7,11,3.45,24.18
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_3,2018_LH2_2_12_3_2,LH2,2,12,3,2,26,7,11,2.36,16.55
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_4,2018_LH2_2_12_4_1,LH2,2,12,4,1,16,7,11,1.45,10.18
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_4,2018_LH2_2_12_4_2,LH2,2,12,4,2,3,7,11,0.27,1.91
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_5,2018_LH2_2_12_5_1,LH2,2,12,5,1,38,9,11,3.45,31.09
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_5,2018_LH2_2_12_5_2,LH2,2,12,5,2,13,9,11,1.18,10.64
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_6,2018_LH2_2_12_6_1,LH2,2,12,6,1,44,10,11,4,40
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_6,2018_LH2_2_12_6_2,LH2,2,12,6,2,2,10,11,0.18,1.82
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_7,2018_LH2_2_12_7_1,LH2,2,12,7,1,23,6,11,2.09,12.55
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_12,2018_LH2_2_12_7,2018_LH2_2_12_7_2,LH2,2,12,7,2,15,6,11,1.36,8.18
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_1,2018_LH2_3_12_1_1,LH2,3,12,1,1,8,5,11,0.73,3.64
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_2,2018_LH2_3_12_2_1,LH2,3,12,2,1,15,7.5,11,1.36,10.23
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_2,2018_LH2_3_12_2_2,LH2,3,12,2,2,5,7.5,11,0.45,3.41
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_3,2018_LH2_3_12_3_1,LH2,3,12,3,1,22,6,11,2,12
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_3,2018_LH2_3_12_3_2,LH2,3,12,3,2,18,6,11,1.64,9.82
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_4,2018_LH2_3_12_4_1,LH2,3,12,4,1,16,5,11,1.45,7.27
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_4,2018_LH2_3_12_4_2,LH2,3,12,4,2,5,5,11,0.45,2.27
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_5,2018_LH2_3_12_5_1,LH2,3,12,5,1,11,8,11,1,8
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_5,2018_LH2_3_12_5_2,LH2,3,12,5,2,5,8,11,0.45,3.64
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_6,2018_LH2_3_12_6_1,LH2,3,12,6,1,18,5,11,1.64,8.18
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_12,2018_LH2_3_12_6,2018_LH2_3_12_6_2,LH2,3,12,6,2,12,5,11,1.09,5.45
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_1,2018_LH2_1_20_1_1,LH2,1,20,1,1,47,7,11,4.27,29.91
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_1,2018_LH2_1_20_1_2,LH2,1,20,1,2,14,7,11,1.27,8.91
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_2,2018_LH2_1_20_2_1,LH2,1,20,2,1,48,8,11,4.36,34.91
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_3,2018_LH2_1_20_3_1,LH2,1,20,3,1,64,8,11,5.82,46.55
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_3,2018_LH2_1_20_3_2,LH2,1,20,3,2,18,8,11,1.64,13.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_4,2018_LH2_1_20_4_1,LH2,1,20,4,1,48,6,11,4.36,26.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_4,2018_LH2_1_20_4_2,LH2,1,20,4,2,15,6,11,1.36,8.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_5,2018_LH2_1_20_5_1,LH2,1,20,5,1,15,6,11,1.36,8.18
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_5,2018_LH2_1_20_5_2,LH2,1,20,5,2,24,6,11,2.18,13.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_6,2018_LH2_1_20_6_1,LH2,1,20,6,1,57,6,11,5.18,31.09
2018,Bahamas,2018_LH2,2018_LH2_1,2018_LH2_1_20,2018_LH2_1_20_6,2018_LH2_1_20_6_2,LH2,1,20,6,2,7,6,11,0.64,3.82
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_1,2018_LH2_2_20_1_1,LH2,2,20,1,1,16,7,11,1.45,10.18
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_1,2018_LH2_2_20_1_2,LH2,2,20,1,2,16,7,11,1.45,10.18
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_2,2018_LH2_2_20_2_1,LH2,2,20,2,1,20,6.5,11,1.82,11.82
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_2,2018_LH2_2_20_2_2,LH2,2,20,2,2,6,6.5,11,0.55,3.55
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_3,2018_LH2_2_20_3_1,LH2,2,20,3,1,30,7,11,2.73,19.09
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_3,2018_LH2_2_20_3_2,LH2,2,20,3,2,32,7,11,2.91,20.36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_4,2018_LH2_2_20_4_1,LH2,2,20,4,1,21,7,11,1.91,13.36
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_4,2018_LH2_2_20_4_2,LH2,2,20,4,2,12,7,11,1.09,7.64
2018,Bahamas,2018_LH2,2018_LH2_2,2018_LH2_2_20,2018_LH2_2_20_5,2018_LH2_2_20_5_1,LH2,2,20,5,1,12,5,11,1.09,5.45
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_20,2018_LH2_3_20_1,2018_LH2_3_20_1_1,LH2,3,20,1,1,31,6,11,2.82,16.91
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_20,2018_LH2_3_20_1,2018_LH2_3_20_1_2,LH2,3,20,1,2,12,6,11,1.09,6.55
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_20,2018_LH2_3_20_2,2018_LH2_3_20_2_1,LH2,3,20,2,1,25,7,11,2.27,15.91
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_20,2018_LH2_3_20_2,2018_LH2_3_20_2_2,LH2,3,20,2,2,2,7,11,0.18,1.27
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_20,2018_LH2_3_20_3,2018_LH2_3_20_3_1,LH2,3,20,3,1,21,8,11,1.91,15.27
2018,Bahamas,2018_LH2,2018_LH2_3,2018_LH2_3_20,2018_LH2_3_20_3,2018_LH2_3_20_3_2,LH2,3,20,3,2,2,8,11,0.18,1.45
2018,Bahamas,2018_LH3,2018_LH3_1,2018_LH3_1_0.5,2018_LH3_1_0.5_1,2018_LH3_1_0.5_1_1,LH3,1,0.5,1,1,27,7,11,2.45,17.18
2018,Bahamas,2018_LH3,2018_LH3_1,2018_LH3_1_0.5,2018_LH3_1_0.5_1,2018_LH3_1_0.5_1_2,LH3,1,0.5,1,2,10,7,11,0.91,6.36
2018,Bahamas,2018_LH3,2018_LH3_1,2018_LH3_1_0.5,2018_LH3_1_0.5_2,2018_LH3_1_0.5_2_1,LH3,1,0.5,2,1,43,5,11,3.91,19.55
2018,Bahamas,2018_LH3,2018_LH3_1,2018_LH3_1_0.5,2018_LH3_1_0.5_2,2018_LH3_1_0.5_2_2,LH3,1,0.5,2,2,23,5,11,2.09,10.45
